num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,runtime_per_swap,total_runtime
10000,5,7.862407684326172,30350000,38179700,49709600,5,8127300,76317900,41921400,9941920.0,87889300,118239300,7.5142295360565186,37.57114768028259
25000,5,7.843271255493164,75875000,99972300,144748800,5,23239700,212653900,107942200,28949760.0,244721100,320596100,19.73857898712158,98.69289493560792
40000,5,7.845628261566162,161800000,159741900,206357300,7,30917000,363208600,164690600,29479614.285714287,366099200,527899200,21.045977081571305,147.32183957099917
55000,5,7.842898845672607,194700000,240199400,264837100,6,45363100,482624400,217112100,44139516.66666666,505036500,699736500,32.73997449874878,196.43984699249268
70000,5,7.903189182281494,141750000,411198500,217643800,3,62197800,432545900,338046400,72547933.33333333,628842300,770592300,87.55949370066325,262.67848110198975
