num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime,average_complexity_with_caching,average_runtime
10000,5,11.795382499694824,28891022,4641509,41880457,2.0,7964298,28006029,47652242,10470114.25,46521966,75412988,47406959,5.657521545886993,22.630086183547974,15802319.666666666,7.543362061182658
23333,5,11.71092700958252,102541317,11161720,306778963,5.0,18020077,111854372,290247514,30677896.3,317940683,420482000,308627628,11.994797682762146,119.94797682762146,51437938.0,19.991329471270245
36666,5,11.67861270904541,116077879,16729725,229519391,3.0,28348605,114688023,241246449,38253231.833333336,246249116,362326995,247638972,17.491132338841755,104.94679403305054,61909743.0,26.236698508262634
50000,5,11.719813346862791,240382170,24378217,605412509,5.0,39310643,275378861,583437520,60541250.9,629790726,870172896,594794035,24.46834099292755,244.6834099292755,99132339.16666667,40.78056832154592
