num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,5,11.832353591918944,126445788,4817894,96580221,6,0,0,0,16096703.5,101398115,227843903,227843903,9.878191510836285,59.2691490650177
23333,5,11.752500534057615,360015965,11349679,258906258,8,0,0,0,32363282.25,270255937,630271902,630271902,20.549714863300323,164.3977189064026
36666,5,11.745811462402344,338581136,15396558,312615962,4,0,0,0,78153990.5,328012520,666593656,666593656,42.69879108667374,170.79516434669495
50000,5,11.673832893371582,926650251,22142652,743868838,10,0,0,0,74386883.8,766011490,1692661741,1692661741,43.76989879608154,437.69898796081543
