num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime,average_complexity_with_caching,average_runtime
10000,5,11.832353591918944,31596274,4840508,88446277,3.0,7599423,32224911,86230921,14741046.166666666,93286785,124883059,92658148,5.47566032409668,32.85396194458008,23164537.0,8.21349048614502
23333,5,11.752500534057615,84064476,11335996,227718790,4.0,17675032,87331274,220195580,28464848.75,239054786,323119262,235787988,10.706134736537932,85.64907789230347,47157597.6,17.129815578460693
36666,5,11.745811462402344,111756947,16485085,237013210,3.0,27956506,112964865,242600888,39502201.66666666,253498295,365255242,252290377,16.27363594373067,97.64181566238403,63072594.25,24.41045391559601
50000,5,11.673832893371582,239420325,22802269,531709497,6.0,38203128,270053680,511554899,44309124.75,554511766,793932091,523878411,17.959948082764942,215.5193769931793,74839773.0,30.788482427597042
