num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,5,11.795382499694824,100496098,4551821,63342459,4,0,0,0,15835614.75,67894280,168390378,168390378,14.254132211208344,57.016528844833374
23333,5,11.71092700958252,458636326,10378234,354284757,10,0,0,0,35428475.7,364662991,823299317,823299317,22.970459699630737,229.70459699630737
36666,5,11.67861270904541,482860422,16032416,264086132,6,0,0,0,44014355.333333336,280118548,762978970,762978970,36.50657820701599,219.03946924209595
50000,5,11.719813346862793,986982677,23432326,661106394,10,0,0,0,66110639.4,684538720,1671521397,1671521397,48.223410987854,482.23410987854004
