num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,5,11.811680793762209,204181849,4597986,39098669,5,0,0,0,7819733.8,43696655,247878504,247878504,16.138609170913696,80.69304585456848
23333,5,11.75709056854248,307956527,10768950,104591654,3,0,0,0,34863884.666666664,115360604,423317131,423317131,44.79094203313192,134.37282609939575
36666,5,11.730351448059082,566327107,17424994,226571008,4,0,0,0,56642752.0,243996002,810323109,810323109,59.633923292160034,238.5356931686401
50000,5,11.725756645202637,919271397,22164793,259795191,5,0,0,0,51959038.2,281959984,1201231381,1201231381,71.60495524406433,358.02477622032166
