num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime,average_complexity_with_caching,average_runtime
10000,5,437.11138916015625,68764294,13522048,846714787,9.0,8536581,106326677,523658428,47039710.38888889,860236835,929001129,822674452,33.771533224317764,607.8875980377197,82267445.2,60.788759803771974
20000,5,435.5698852539063,85892254,24135272,1115499121,5.0,16807384,100240720,686070269,111549912.1,1139634393,1225526647,1125285927,80.70564200878144,807.0564200878143,187547654.5,134.50940334796906
30000,5,429.01849365234375,456715102,43751041,4543595140,23.0,25586797,586599041,2624520923,98773807.39130434,4587346181,5044061283,4457462242,79.26127163223599,3646.018495082855,185727593.41666666,151.91743729511896
40000,5,433.443115234375,77595254,42010474,191681179,1.0,34196232,55059957,176203642,95840589.5,233691653,311286907,256226950,121.0212973356247,242.0425946712494,128113475.0,121.0212973356247
