num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,5,439.6700439453125,277936217,9467994,139196827,6,0,0,0,23199471.166666668,148664821,426601038,426601038,53.77092798550924,322.6255679130554
20000,5,432.71038818359375,313293736,14801687,167633672,3,0,0,0,55877890.66666666,182435359,495729095,495729095,124.80476593971252,374.4142978191376
30000,5,431.2237243652344,1407037783,38668326,1956133134,11,0,0,0,177830284.9090909,1994801460,3401839243,3401839243,227.5927249951796,2503.519974946976
40000,5,430.6158142089844,469404564,28483759,115200757,2,0,0,0,57600378.5,143684516,613089080,613089080,236.94234657287598,473.88469314575195
