num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,5,439.6939086914063,162705590,9024917,701018461,48,8408486,222075718,394335894,14604551.270833334,710043378,872748968,650673250,11.87578283250332,570.0375759601593
20000,5,432.5984497070313,86860810,20377248,391139883,10,16774900,95848200,251367592,39113988.3,411517131,498377941,402529741,33.369016432762145,333.69016432762146
30000,5,431.2237243652344,386330325,41069539,5269317010,38,25227017,505306700,2907667403,138666237.10526314,5310386549,5696716874,5191410174,98.8867949749294,3757.6982090473175
40000,5,430.6158142089844,76563143,41000793,158834031,2,33829768,54907315,158152950,79417015.5,199834824,276397967,221490652,96.38134849071503,192.76269698143005
