num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,5,0.0,317173024,13709454,5150330128,100,8415051,571065174,3033400821,51503301.28,5164039582,5481212606,4910147432,35.14547188997269,3514.5471889972687
20000,5,432.9249572753906,102974689,44327904,3244262011,12,16991235,151182602,1869707704,270355167.5833333,3288589915,3391564604,3240382002,191.3802601893743,2296.5631222724915
30000,5,430.54986572265625,95611293,28432190,915375166,6,25561127,95888750,555575760,152562527.66666666,943807356,1039418649,943529899,117.22955453395844,703.3773272037506
40000,5,428.418701171875,160550480,41162752,717465478,8,34056256,175643204,463061072,89683184.75,758628230,919178710,743535506,76.20399576425552,609.6319661140442
