num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,5,87.19082641601562,37789372,8199643,33094739,3,3672892,33396124,42241031,11031579.666666666,41294382,79083754,45687630,5.861325979232788,17.583977937698364
25000,5,86.3617172241211,117066089,18327137,94288168,4,9508079,97191600,116899860,23572042.0,112615305,229681394,132489794,12.913932740688324,51.655730962753296
40000,5,86.31012725830078,155546694,30084535,111363704,3,18106304,122923026,153237527,37121234.66666666,141448239,296994933,174071907,22.403377691904705,67.21013307571411
55000,5,86.39803314208984,286938097,42725666,192671594,4,22055801,246077507,261419842,48167898.5,235397260,522335357,276257850,26.71938544511795,106.8775417804718
70000,5,86.36365509033203,202549474,51715170,127037748,2,25737374,160867419,203522538,63518874.0,178752918,381302392,220434973,45.008427023887634,90.01685404777527
