num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,5,432.8950500488281,278040260,20700991,354393316,6,0,0,0,59065552.66666666,375094307,653134567,653134567,80.64733517169952,483.88401103019714
20000,5,432.7178649902344,237656164,28066963,381922757,2,0,0,0,190961378.5,409989720,647645884,647645884,242.3493930101395,484.6987860202789
30000,5,430.4506530761719,599731885,12805747,604860432,4,0,0,0,151215108.0,617666179,1217398064,1217398064,229.51122897863388,918.0449159145356
40000,5,428.4822998046875,1129655842,23924950,677437301,6,0,0,0,112906216.83333333,701362251,1831018093,1831018093,233.35450712839761,1400.1270427703857
