num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime,average_complexity_with_caching,average_runtime
10000,10,78.80852508544922,169414153,15603162,152733054,7,0,0,0,21819007.71428572,168336216,337750369,337750369,14.312155280794416,100.18508696556091,42218796.125,12.523135870695114
25000,10,79.32119750976562,435948315,42697303,389007760,7,0,0,0,55572537.14285714,431705063,867653378,867653378,36.66450987543379,256.6515691280365,108456672.25,32.08144614100456
40000,10,79.36697387695312,775842692,64179167,762996063,8,0,0,0,95374507.875,827175230,1603017922,1603017922,60.207171738147736,481.6573739051819,178113102.44444445,53.51748598946465
55000,10,78.61991119384766,997851396,89159571,1099691550,7,0,0,0,157098792.85714287,1188851121,2186702517,2186702517,91.74406800951276,642.2084760665894,273337814.625,80.27605950832367
70000,10,79.07989501953125,1221694425,106138865,1161433572,7,0,0,0,165919081.7142857,1267572437,2489266862,2489266862,108.27335200990947,757.9134640693665,311158357.75,94.7391830086708
