num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,runtime_per_swap,total_runtime,total_complexity_with_caching
10000,5,87.18781280517578,29386103,7159069,24212194,2,3615367,25075494,33540663,12106097.0,31371263.0,60757366,6.748947381973267,13.497894763946531,35681872.0
25000,5,86.75164031982422,94701854,16576878,61318663,3,9175925,77193235,84135765,20439554.33333333,77895541.0,172597395,12.84500535329183,38.53501605987549,95404160.0
40000,5,86.6095962524414,155405119,27571481,104050028,3,15282634,128245822,147357605,34683342.666666664,131621509.0,287026628,20.58476670583089,61.75430011749268,158780806.0
55000,5,86.50186920166016,206307556,39591400,150114081,3,19998222,166274669,200646902,50038027.0,189705481.0,396013037,30.86883934338888,92.60651803016664,229738368.0
70000,5,86.35459899902344,323133106,52222905,279952009,4,25566157,270077290,332209887,69988002.25,332174914.0,655308020,38.53075802326202,154.1230320930481,385230730.0
