num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,runtime_per_swap,total_runtime
10000,5,540.2523193359375,10150000,16726300,11054500,2,0,0,0,5527250.0,27780800,37930800,29.752448678016663,59.504897356033325
20000,5,533.5609741210938,91000000,34997000,192721000,16,0,0,0,12045062.5,227718000,318718000,29.561723679304123,472.987578868866
30000,5,531.6768188476562,91050000,41327200,139887600,10,0,0,0,13988760.0,181214800,272264800,40.076273107528685,400.76273107528687
40000,5,531.845703125,687000000,54787500,1564491800,66,0,0,0,23704421.21212121,1619279300,2306279300,50.59095807870229,3339.003233194351
