num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,10,79.85260009765625,146307389,13344819,297854684,12,0,0,0,24821223.666666668,311199503,457506892,457506892,11.17745190858841,134.1294229030609
25000,10,79.39730072021484,310927368,31397229,760695394,10,0,0,0,76069539.4,792092623,1103019991,1103019991,32.43706698417664,324.3706698417664
40000,10,78.90111541748047,497042190,54836207,1010869858,10,0,0,0,101086985.8,1065706065,1562748255,1562748255,46.535421180725095,465.354211807251
55000,10,78.677490234375,1028025207,84235097,2181381188,16,0,0,0,136336324.25,2265616285,3293641492,3293641492,61.3254330009222,981.2069280147552
70000,10,78.99392700195312,1046635925,105183454,3011617555,12,0,0,0,250968129.58333334,3116801009,4163436934,4163436934,105.79402693112691,1269.528323173523
