num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,average_swap_sample_complexity,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,runtime_per_swap,total_runtime
10000,10,79.85260009765625,124121961,15555520,110223174,6,3643867,117524949,112180159,18370529.0,125778694,249900655,132375706,9.140503962834677,54.84302377700806
25000,10,79.39730072021484,265615827,37635073,375039259,5,9100701,241658610,374016148,75007851.8,412674332,678290159,436631549,31.388805961608888,156.94402980804443
40000,10,78.90111541748047,424247040,57999601,455315073,5,14640895,376900495,469553821,91063014.6,513314674,937561714,560661219,43.37658081054688,216.8829040527344
55000,10,78.677490234375,873921944,82343223,877955728,8,20315614,777377554,863837646,109744466.0,960298951,1834220895,1056843341,52.77846464514733,422.2277171611786
70000,10,78.99392700195312,900327908,109496709,1289344127,6,26760353,839450526,1269228920,214890687.83333334,1398840836,2299168744,1459718218,95.19288150469463,571.1572890281677
